38.251881,13.915865,-22.452812,-17.906546,29.124907,27.502760,26.251713,-21.933632,41.103161,-33.795383,-29.914619,30.296759,-4.642046,3.000393,33.510666,20.867662,6.592821,24.394400,8.164909,2.504007,-20.926596,26.853626,33.561287,-29.681091,9.594796,-11.474541,33.820412,-11.166247,-37.222363,16.099955,-9.990137,37.272133,-9.163678,0.565827,-11.333844,-17.598343,-22.624329,-18.615221,-8.800379,-15.860967,-19.159529,8.171704,-27.053062,23.667347,-31.422764,-42.333672,13.093186,10.832219,28.217634,-27.887434,-15.608052,-35.296253,-33.562622,-27.151184,-40.424908,24.222881,2.997521,34.139633,-19.107435,19.601894,22.399551,5.683606,9.405098,-33.665737,-40.370171,37.751331,-27.090311,-5.018168,-20.318937,13.855400,13.888859,-1.313598,-20.567747,30.185049,-3.971080,-14.999065,24.547024,-48.854233,-35.745502,22.015814,-21.399712,-14.207850,17.368399,-4.137255,3.302255,21.195814,-9.301789,-35.066269,26.251211,3.754832,9.874571,-3.278544,-19.848961,-17.072603,4.857587,-14.872447,-20.548727,12.798286,12.538204,-2.702782
21.808208,7.966866,-13.459144,-11.123241,16.494839,14.672759,11.948402,-12.747583,20.770708,-20.420115,-18.400274,16.393219,-3.986015,0.011273,19.650183,10.947486,4.369060,14.396417,1.388059,2.567847,-10.063466,12.789767,18.146624,-14.701401,4.412301,-7.169023,18.385601,-4.903350,-23.087648,7.540303,-4.665362,21.117136,-4.239856,-0.339861,-5.263324,-9.024041,-13.490458,-9.745295,-5.050146,-9.275071,-10.981487,2.591085,-14.956301,11.959230,-17.977640,-24.901649,7.327734,5.415541,17.507013,-17.282900,-7.527484,-19.862808,-18.821459,-16.127073,-24.514832,13.295160,0.924108,18.595152,-12.042765,11.481006,12.726637,3.066300,5.571425,-16.775547,-25.389433,21.946329,-15.695934,-2.382387,-10.181349,7.243818,6.308920,-0.994283,-10.745096,18.352465,-1.174208,-8.440715,13.984787,-30.343966,-20.119322,12.426896,-12.612658,-7.591856,11.628999,-2.246516,2.195398,11.572391,-5.194103,-20.380592,16.279999,3.097709,3.152768,-2.383024,-10.078735,-10.538685,5.007354,-6.313423,-13.064517,4.768043,5.632514,-3.077305
8.987000,2.883664,-6.033782,-5.710786,6.619817,5.230025,3.487827,-5.160893,7.410987,-9.078811,-9.425069,6.356176,-3.138216,-1.882582,8.260277,2.759541,2.734726,4.715565,-0.667945,1.010374,-3.598194,4.799890,5.733787,-3.465459,1.738074,-4.571946,6.810768,-2.242857,-9.752386,1.934505,0.432692,7.605565,-0.474805,-1.495690,-0.271949,-1.911038,-6.271786,-4.620521,-4.469606,-4.386301,-7.162481,0.463125,-5.261774,3.952529,-9.598883,-12.653917,2.113743,-0.039454,6.687891,-8.173628,-3.780729,-8.042052,-7.226714,-6.860918,-12.934237,4.026911,0.620287,4.384981,-5.598145,6.524402,5.551262,-0.301029,-0.023262,-6.272993,-11.946618,11.134636,-7.184982,-0.199806,-5.928233,4.201712,1.635843,-2.996791,-3.614587,7.772968,1.523439,-3.217844,6.062897,-14.381419,-9.035125,6.804513,-5.562622,-2.512177,4.708736,-2.347607,1.652779,5.206123,-0.860446,-10.356984,8.760303,0.923608,-0.757433,-0.213585,-1.917170,-5.110770,3.140797,-1.333539,-7.177507,1.784188,2.319631,-3.011811
4.608107,1.047002,-3.392642,-3.538645,2.933607,3.329409,2.554623,-2.381612,4.362555,-5.154169,-6.363450,3.892830,-2.393316,-2.097790,3.762800,-0.116155,3.058999,0.884388,0.036514,0.256851,-1.443561,3.447772,2.208909,-1.013465,2.095992,-3.460979,2.370068,-2.981410,-4.718672,0.804152,1.929493,2.364333,-0.185345,-2.072147,1.284240,1.621109,-4.543464,-3.596988,-4.182126,-1.780210,-6.287556,1.443725,-1.673429,1.570177,-6.931988,-8.454979,0.486850,-1.980390,1.615808,-5.475663,-3.411063,-3.750976,-4.343288,-2.719127,-8.588294,1.432402,0.833844,-0.607801,-2.864382,5.407821,3.629279,-2.125763,-2.378892,-3.918094,-6.587685,7.706498,-4.660205,0.292251,-5.283240,4.121343,-0.372109,-3.642448,-0.812856,3.617512,2.333458,-1.223393,3.580908,-8.703094,-6.149259,4.954144,-3.913305,-2.017120,1.445742,-3.418944,1.791454,3.588800,1.336659,-5.843328,6.312350,-0.312348,-1.150756,-0.116472,0.985088,-3.528697,1.618762,-0.704994,-4.733075,1.603006,1.902656,-2.087964
5.736644,0.089349,-5.369072,-3.595516,5.700592,5.641581,6.803129,-4.952109,9.212795,-9.612626,-8.592382,5.234800,-2.395756,-0.818276,8.080582,1.061241,2.443802,4.460950,1.461459,1.336181,-3.566730,5.358777,5.832655,-5.361929,5.230800,-3.630213,6.810811,-3.986860,-9.081729,2.896020,-0.323523,6.403679,-1.799294,-0.616308,-1.084201,-2.290366,-4.871163,-7.224807,-4.839236,-4.356008,-6.694471,2.032068,-5.089795,4.695338,-10.391119,-10.543774,2.764342,0.499319,4.541837,-4.195661,-5.937561,-7.865633,-6.904997,-8.414843,-9.213273,3.723215,3.558106,3.656927,-5.330734,5.304337,3.655507,-1.117969,-2.077547,-8.677651,-9.467365,9.760062,-5.707178,-1.177515,-8.660583,5.812198,1.052341,-1.756391,-3.760647,8.153183,-0.635341,0.896472,7.810322,-10.932012,-9.287172,6.508223,-4.876561,-5.212820,4.486527,-3.474247,1.723871,7.727040,-0.382491,-10.084336,6.814753,-0.646138,-0.007009,-2.712680,-2.395569,-4.385170,3.066285,-1.927273,-5.380945,6.185294,4.963326,-0.442863
7.349425,0.140508,-6.999241,-3.612419,6.982536,6.444849,7.765886,-6.408549,10.607643,-12.735347,-9.897823,5.997272,-2.806759,-0.257925,10.888275,2.123303,2.362718,7.606106,0.671936,1.973010,-4.833783,5.509861,7.566316,-6.719791,5.714119,-4.164478,9.297099,-3.632335,-11.081862,3.772330,-1.287331,8.766522,-1.833802,0.631268,-2.248557,-4.305677,-5.219646,-7.185434,-5.638539,-7.025494,-6.183843,1.735824,-8.390031,5.528437,-11.439713,-11.734420,5.231330,3.150118,7.055200,-5.144898,-6.277209,-10.628369,-7.251125,-11.224708,-10.402403,5.382631,3.635027,5.779934,-6.690968,4.935928,3.238604,0.226989,-0.816585,-10.255284,-11.736007,10.094520,-7.349002,-1.543289,-8.716604,5.273649,2.123605,-1.821235,-5.808139,10.345062,-2.626012,1.499909,9.247332,-12.907043,-9.799460,7.841719,-5.588732,-5.966156,5.674160,-2.871070,2.656149,9.494799,-1.555578,-13.526038,8.052524,0.194718,-0.871523,-3.864337,-3.645430,-4.218771,4.838393,-1.542650,-4.937392,6.887479,4.530149,-0.674781
4.322845,-0.465972,-5.491951,-2.592194,3.794143,3.352889,2.799198,-4.271944,4.639473,-9.409525,-6.883480,2.920758,-3.402584,-1.261070,8.244812,0.617588,1.487913,6.630315,-2.547627,1.806516,-1.828066,0.668628,3.782570,-2.174962,3.143220,-3.240551,6.347248,-2.236240,-7.910779,0.975463,-0.176189,5.284453,0.703105,0.946521,-0.155927,-1.745669,-3.041703,-2.587217,-3.913499,-5.980019,-2.990501,0.416235,-6.632126,1.019801,-7.351995,-7.646477,4.810060,3.459981,5.461602,-4.317482,-2.168314,-7.110775,-3.482485,-8.734805,-6.556985,3.276373,1.360730,2.648403,-4.859803,1.962688,1.485905,0.468696,-0.165748,-5.003477,-9.553020,5.028242,-5.744884,-0.581411,-3.893965,2.365054,-0.384667,-2.153726,-3.725875,7.818896,-2.552711,2.557971,5.797186,-9.755962,-4.198263,5.978021,-4.841532,-3.798062,4.148009,-1.826978,3.337945,6.022841,-0.363667,-10.466568,6.342229,0.676467,-3.924189,-3.865751,-0.767898,-2.342021,6.191358,1.333619,-2.438795,2.919489,0.585848,-1.502021
1.883626,-0.816980,-4.888118,-1.165419,1.640428,1.744837,2.518695,-3.586168,3.064734,-6.889463,-4.969968,2.900797,-3.195260,-1.493259,5.232910,-0.773095,2.060411,5.986877,-1.741410,1.412313,-1.662935,-0.385227,2.996033,-1.392275,4.228959,-2.637161,3.972770,-2.377535,-6.022292,0.299820,-0.684548,3.246554,0.177813,0.743483,0.206187,-0.603482,-1.340055,-2.264944,-3.799552,-4.191145,-1.969229,0.224029,-4.936577,-0.312087,-5.572178,-4.765691,4.314225,2.613684,3.241261,-2.645185,-2.663904,-4.546353,-1.520387,-6.366220,-3.939326,2.110146,1.360895,0.559323,-3.563189,0.578249,0.769087,-0.278263,-0.927595,-4.193523,-6.870553,4.144068,-4.894157,0.508416,-4.485602,2.084739,-1.461059,-2.226780,-1.994181,5.015666,-2.091491,3.459689,4.929797,-6.596292,-3.558479,5.512682,-3.364401,-4.198859,3.624707,-2.541263,3.580550,5.736981,0.326261,-8.506930,5.058775,0.058870,-4.632108,-3.015510,0.537987,-1.494977,5.151692,1.477005,-1.368963,3.616508,0.475395,-1.626514
-0.491594,-0.304196,-3.591980,-0.061545,-1.425223,-1.116310,0.058688,-2.262754,-0.826377,-3.075062,-2.677458,3.193242,-2.216325,-2.362506,1.020433,-2.352144,2.454099,5.058380,-2.335070,0.569574,-0.923561,-1.736971,1.046811,1.420125,3.886960,-1.147709,-0.025269,-1.256377,-3.960389,-1.213893,-1.228126,0.421032,0.610195,0.409381,1.371946,1.477037,-0.260240,-0.895548,-2.938079,-1.289233,-0.535601,-0.593450,-2.209654,-2.433785,-2.416267,-2.328809,2.507931,0.961894,0.617732,-1.749528,-1.494720,-0.557583,1.003862,-2.555050,-1.673052,0.052811,0.782629,-2.082632,-1.935081,-1.363922,0.393830,-0.676319,-1.161031,-1.582110,-3.961901,3.960230,-3.853137,2.330945,-3.875162,0.908772,-2.688350,-2.149274,0.755007,1.247783,0.595125,2.888828,3.180910,-3.550033,-2.326890,4.754959,-1.797897,-3.223722,3.241060,-2.480622,2.696993,3.538670,0.914627,-5.336193,3.956322,-0.388942,-5.396301,-0.779811,2.277180,-0.611244,3.535942,1.244939,-0.848254,2.200766,-0.814478,-2.461927
1.610857,0.256340,-5.362811,-0.916648,0.825577,0.267040,3.514287,-4.711250,2.388271,-4.711693,-4.309806,5.639210,-1.449052,-1.336080,3.071162,-0.384192,1.942238,6.174714,-0.320719,0.436630,-3.537491,1.759095,4.205163,-2.075666,5.147966,-1.684511,2.464815,-1.276769,-6.529509,0.360764,-2.515809,3.499454,-0.764500,0.389278,0.384253,-0.797125,-1.258881,-3.990410,-4.295970,-2.225837,-1.599553,0.117825,-3.937580,0.821194,-4.736803,-5.911663,2.250779,1.736108,2.126322,-1.697064,-4.440037,-3.898919,-1.110992,-4.282575,-4.666855,1.784049,2.001639,0.996760,-3.608472,-0.455370,1.560672,-0.548581,-0.925719,-5.119251,-5.388332,8.138309,-4.906675,1.688590,-7.419252,1.822654,-0.994599,-1.620355,-1.578073,3.429751,0.585318,1.944349,6.783537,-5.499704,-6.014291,5.975436,-2.042944,-4.956530,5.010943,-2.324887,1.229347,5.785714,-0.632865,-8.511265,5.865246,-0.125587,-3.007957,-0.219058,-0.766192,-1.927425,2.828439,-1.365070,-2.664066,5.270014,1.396545,-2.584868
