-133.683395,0.402911,2.872155,3.379132,4.017496,-1.162664,3.518224,-5.425417,1.091803,-0.962070
-59.773109,-0.222461,4.521502,2.065382,1.645245,-0.839122,1.375315,-4.270111,0.823410,-3.720518
-65.006180,1.464572,-0.373453,0.912602,-2.186443,1.268697,-1.263494,0.535806,-0.702510,-3.055386
-37.014729,-1.383594,-3.807005,-0.667753,1.442384,1.517620,1.419084,-3.095044,-0.030500,2.775787
-121.027779,2.920184,-1.173475,1.150459,0.672841,0.361745,7.406467,-2.682368,-1.457715,5.934077
-133.801132,-0.962247,2.107166,3.724958,3.909752,5.522593,-1.683967,2.939963,3.026176,1.852945
-120.755356,-5.917329,-3.377520,-5.769204,6.499293,2.471361,-1.158309,4.358754,-2.289207,2.992995
-71.989098,-0.330647,0.906376,3.631819,-2.495987,0.561740,-1.658740,-1.174799,-0.374755,-4.329604
-150.535187,-2.259093,0.742797,2.167591,3.734394,4.691178,-1.773666,-1.284426,1.129713,0.955508
-105.049721,7.012238,-4.319567,-6.812350,-3.465068,2.092901,2.905586,-3.304852,2.355978,-4.143623
-74.180565,0.374492,1.224979,-5.516739,-1.977368,-1.385109,2.248676,-0.867809,-3.049910,0.606898
-102.905540,-2.223637,3.769732,1.552981,5.648026,-5.756778,-3.139040,-2.842865,-2.467729,-4.992228
-37.996334,3.973643,-1.379845,-2.761923,-2.880484,4.249087,8.089677,6.575003,-3.185417,-6.079021
-68.608894,-5.381903,1.765520,-1.126045,0.478958,0.663552,3.805322,5.070339,-0.319482,2.624062
-127.669106,4.244852,-0.023524,4.753265,-5.108321,-0.249897,-5.260891,4.750270,-0.655963,1.423759
-110.390732,-7.488293,4.786824,0.379120,3.819029,-4.504159,7.377379,3.078706,-0.445359,5.704841
-46.372681,-1.154334,-0.709813,-3.137796,-2.605079,4.448295,-0.453070,8.111095,0.925131,-3.346855
-112.280594,-3.531984,-2.904597,-2.040293,-9.303121,-5.414665,8.109135,4.949561,-0.667922,3.327220
-88.755280,-6.975436,2.038201,-1.885930,8.486438,2.344981,7.580485,-2.464382,-2.728437,3.481002
